id	front	back	tags
durrett_ch2_monotone_variance_subsequence_as	Monotone variance subsequence a.s. upgrade (2.3 Borel-Cantelli Lemmas)	For increasing nonnegative X_n with EX_n asymptotic to a n^alpha and variance O(n^beta), beta<2alpha, prove X_n/n^alpha -> a a.s. via sparse subsequences and monotonicity. Exam use: Exercise 2.3.18 pattern: turn variance bounds into a.s. asymptotics when monotonicity bridges gaps. Pitfall: Without monotonicity, subsequence convergence alone would not control intermediate indices.	variance-bound,monotonicity,almost-sure
durrett_ch2_poisson_sum_slln_series	Poisson sums strong law with variable means (2.3 Borel-Cantelli Lemmas)	For independent Poisson X_n with means lambda_n and m_n=sum_{k<=n}lambda_k -> infinity, S_n/m_n -> 1 almost surely. Exam use: Exercise 2.3.19 pattern: use variance summability with the natural cumulative-mean scale. Pitfall: A naive subsequence proof can fail when the means have large jumps; the series proof handles arbitrary lambda_n.	poisson,strong-law,kronecker
durrett_ch2_st_petersburg_as_limsup	St. Petersburg almost-sure limsup explosion (2.3 Borel-Cantelli Lemmas)	In the St. Petersburg game, X_n/(n log_2 n) has infinite limsup almost surely, so the in-probability normalization for sums is not an a.s. law. Exam use: Exercise 2.3.20 pattern: rare giant jumps can destroy almost sure convergence even when weak-law scaling works. Pitfall: Convergence in probability of S_n/(n log n) does not control limsup behavior.	st-petersburg,limsup,giant-jumps
durrett_ch2_kolmogorov_maximal_inequality	Kolmogorov maximal inequality (2.4 Strong Law of Large Numbers)	For independent mean-zero variables with finite variances, the probability that partial sums exceed a threshold is bounded by the total variance divided by the threshold squared. Exam use: Main tool for upgrading variance summability to almost sure control of partial sums. Pitfall: The variables must be centered and independent; this is stronger than ordinary Chebyshev for the final sum.	maximal-inequality,partial-sums,strong-law
durrett_ch2_kolmogorov_convergence_criterion	Kolmogorov convergence criterion (2.4 Strong Law of Large Numbers)	If independent mean-zero variables have summable variances, then their series converges almost surely. Exam use: Use for convergence of centered random series and as a strong-law building block. Pitfall: Summable variances are sufficient, not necessary; do not mistake it for a complete characterization.	random-series,summable-variance,almost-sure
durrett_ch2_iid_finite_fourth_slln	Fourth-moment strong law shortcut (2.4 Strong Law of Large Numbers)	If iid centered variables have finite fourth moment, then S_n/n -> 0 almost surely by summable fourth-moment bounds. Exam use: A quick SLLN proof when high moments are available. Pitfall: This proof is convenient but much stronger than needed; finite first moment is enough for the iid SLLN.	fourth-moment,strong-law,markov
durrett_ch2_iid_finite_mean_slln	IID finite mean strong law (2.4 Strong Law of Large Numbers)	If X_i are iid and E|X_1| < infinity with mean mu, then S_n/n -> mu almost surely. Exam use: Central theorem of the chapter and a frequent prelim target. Pitfall: Almost sure convergence is stronger than convergence in probability; the WLLN proof alone is not enough.	strong-law,iid,finite-mean
durrett_ch2_slln_normalized_sums	Strong law normalization habits (2.4 Strong Law of Large Numbers)	Strong laws usually show a normalized centered sum tends to zero almost surely, then add back deterministic centering. Exam use: Helps organize proofs for arrays, subsequences, and renewal counting. Pitfall: Centering must be finite; if the mean is infinite, S_n/n behaves differently.	normalization,centering,strong-law
durrett_ch2_renewal_reward_ratio_slln	Renewal reward ratio via SLLN (2.4 Strong Law of Large Numbers)	For cycles with iid working time X_i and downtime Y_i, the long-run working fraction is E X_i/(E X_i+E Y_i). Exam use: Exercise 2.4.1 pattern: renewal reward limits are ratios of mean reward to mean cycle length. Pitfall: Account for the possible incomplete cycle at time t; its contribution is negligible after division by t.	renewal-reward,slln,long-run-fraction
durrett_ch2_multiplicative_recursion_log_slln	Multiplicative recursion becomes additive after logs (2.4 Strong Law of Large Numbers)	If a process satisfies |X_n|=product_{k<=n}R_k with iid positive factors and E|log R_1|<infinity, then n^{-1}log|X_n| -> E log R_1 a.s. Exam use: Exercise 2.4.2 pattern: random scaling problems reduce to an SLLN for log radii. Pitfall: Check integrability near zero before applying the SLLN to logarithms.	multiplicative-process,log-transform,slln
durrett_ch2_kelly_investment_concavity	Kelly-style investment growth optimization (2.4 Strong Law of Large Numbers)	For fixed portfolio fraction p, long-run log wealth converges to c(p)=E log(ap+(1-p)V); c is concave in p and endpoint derivatives decide whether the optimum is interior. Exam use: Exercise 2.4.3 pattern: optimize almost-sure exponential growth by maximizing expected log return. Pitfall: Maximizing expected wealth and maximizing expected log wealth are different criteria.	investment,kelly,expected-log-growth
durrett_ch2_three_series_theorem	Kolmogorov three-series theorem (2.5 Convergence of Random Series)	For independent variables, convergence of sum X_n is characterized by tail probabilities, truncated means, and truncated variances. Exam use: The main checklist for almost sure convergence of independent random series. Pitfall: The theorem uses a fixed truncation level; changing the cutoff changes the conditions but not the spirit.	three-series,random-series,truncation
durrett_ch2_random_series_large_jumps	Large jumps in random series (2.5 Convergence of Random Series)	A necessary component for series convergence is that large jumps occur only finitely often, typically sum P(|X_n| > c) < infinity. Exam use: First diagnostic check in random-series problems. Pitfall: Termwise convergence to zero is necessary but not sufficient for series convergence.	large-jumps,random-series,borel-cantelli
durrett_ch2_random_series_centering	Truncated centering in random series (2.5 Convergence of Random Series)	After removing large jumps, convergence depends on whether the truncated expectations form a convergent deterministic series. Exam use: Prevents hidden deterministic drift from spoiling almost sure convergence. Pitfall: A centered variance argument cannot control a divergent sum of means.	centering,truncation,random-series
durrett_ch2_series_rate_estimates	Rates for random series tails (2.5.1 Rates of Convergence)	Once a random series converges, tail estimates can quantify how fast partial sums approach the limit. Exam use: Useful when a problem asks not just convergence but an almost sure order estimate. Pitfall: A convergence theorem alone may not give the requested rate; track the size of tail variances or probabilities.	rates,random-series,tail-estimates
durrett_ch2_infinite_mean_behavior	Infinite mean changes LLN behavior (2.5.2 Infinite Mean)	When the mean is infinite or undefined, normalized sums can diverge or be controlled by rare large terms rather than averaging. Exam use: Important for spotting when a finite-mean LLN theorem cannot be applied. Pitfall: Do not center by EX if EX is not finite; the expression may be meaningless.	infinite-mean,heavy-tail,truncation
durrett_ch2_renewal_process	Renewal process basics (2.6 Renewal Theory)	With iid positive interarrival times xi_i, renewal times T_n = xi_1+...+xi_n and count N(t)=max{n:T_n<=t} form a renewal process. Exam use: Connects laws of large numbers to counting processes and waiting-time problems. Pitfall: Be careful with indexing: some formulas use the last renewal before t and the next renewal after t.	renewal-process,counting,slln
durrett_ch2_elementary_renewal_theorem	Elementary renewal theorem (2.6 Renewal Theory)	For iid positive interarrival times with finite mean mu, E[N(t)]/t -> 1/mu. Exam use: Useful for expected counts in long-run systems. Pitfall: Almost sure convergence of N(t)/t and convergence of its expectation are related but require different arguments.	renewal-theorem,expectation,long-run-rate
durrett_ch2_renewal_equation	Renewal equation (2.6 Renewal Theory)	Many renewal quantities satisfy H(t)=h(t)+ integral_0^t H(t-s)dF(s), where F is the interarrival distribution. Exam use: Primary modeling move for renewal reward, age, residual lifetime, and alternating renewal problems. Pitfall: The input function h and the renewal function must match the same convention for time zero.	renewal-equation,conditioning,restart
durrett_ch2_key_renewal_theorem	Key renewal theorem (2.6 Renewal Theory)	For nonarithmetic renewals and directly Riemann integrable h, renewal convolutions converge to (1/mu) integral h. Exam use: Use for limiting age, residual lifetime, and renewal reward calculations. Pitfall: Arithmetic interarrival distributions have lattice oscillations; the nonarithmetic hypothesis matters.	key-renewal-theorem,nonarithmetic,asymptotics
durrett_ch2_subadditive_log_probability	Superadditivity for large-deviation probabilities (2.7 Large Deviations)	For iid sums, pi_n=P(S_n>=na) satisfies pi_{m+n} >= pi_m pi_n, so log pi_n is superadditive and n^{-1}log pi_n has a limit. Exam use: Establishes existence of the exponential decay rate before computing it. Pitfall: The limit can be zero or negative infinity; existence alone does not guarantee a useful exponential bound.	large-deviations,superadditivity,rate
durrett_ch2_chernoff_bound	Chernoff exponential bound (2.7 Large Deviations)	If phi(theta)=E exp(theta X) is finite, then P(S_n>=na) <= exp(-n(a theta - log phi(theta))). Exam use: Main upper-bound engine for large-deviation estimates. Pitfall: Optimize over theta>0; a random unoptimized theta may prove decay but not the sharp rate.	chernoff,mgf,large-deviations
durrett_ch2_exponential_tilting	Exponential tilting (2.7 Large Deviations)	The tilted law F_theta has density proportional to exp(theta x) relative to F, and its mean is phi'(theta)/phi(theta). Exam use: Used for the lower bound in Cramer-style large deviations by making the rare event typical. Pitfall: Tilting is only valid where the moment generating function is finite.	exponential-tilting,mgf,change-of-measure
durrett_ch2_cramer_rate_formula	Cramer rate formula in the smooth case (2.7 Large Deviations)	When a>mu and there is theta_a with a=phi'(theta_a)/phi(theta_a), n^{-1}log P(S_n>=na) -> -a theta_a + log phi(theta_a). Exam use: Compute sharp exponential rates for normal, exponential, Bernoulli, and Poisson examples. Pitfall: Boundary cases require separate treatment when the optimizing theta is not inside the finite-mgf interval.	cramer,rate-function,large-deviations
durrett_ch2_subsequence_upgrade	Subsequence control upgraded to full control (2.3 Borel-Cantelli Lemmas)	A sparse almost-sure estimate can be upgraded to all times when the gaps are controlled by monotonicity or a maximal inequality. Exam use: Exercise 2.5.1 pattern: prove a rate on n_m=floor(m^alpha), then bridge the gaps. Pitfall: Subsequence convergence alone is insufficient; the gap-control step carries the proof.	subsequence,maximal-inequality,almost-sure
durrett_ch2_two_series_theorem	Two-series variance criterion (2.5 Convergence of Random Series)	Independent mean-zero variables with summable variances have an almost surely convergent series. Exam use: Quickly solves centered series such as sum X_n sin(n pi t)/n. Pitfall: The variables must be independent and centered; otherwise deterministic drift must be treated separately.	two-series,variance,random-series
durrett_ch2_independent_series_variance_test	Independent series variance test (2.5 Convergence of Random Series)	For independent centered summands, finite total variance is enough for almost-sure convergence. Exam use: Exercise 2.5.3 pattern: trigonometric factors are harmless when bounded by 1. Pitfall: Do not require identical distributions; only independence, centering, and summable variances.	random-series,variance-test,almost-sure
durrett_ch2_kronecker_lemma	Kronecker lemma for normalized sums (2.5 Convergence of Random Series)	If sum x_n/n converges, then n^{-1} sum_{k<=n} x_k -> 0. Exam use: Turns convergence of a random series into a strong law for averages. Pitfall: The weights must increase to infinity; here the natural weight is n.	kronecker,normalized-sums,series
durrett_ch2_tail_sum_moment_test	Tail-sum moment test (2.2 Weak Laws of Large Numbers)	For p>0, E|X|^p is finite exactly when the tail probabilities P(|X|^p>n) are summable up to constants. Exam use: Exercise 2.5.2 pattern: a.s. term control plus Borel-Cantelli forces finite moments. Pitfall: The tail variable is |X|^p, not |X|; keep the normalization consistent.	moments,tails,tail-sum
durrett_ch2_power_series_radius	Random power-series radius (2.5 Convergence of Random Series)	The radius of sum X_n z^n is 1/limsup |X_n|^{1/n}; for iid coefficients this is decided by E log^+ |X_1|. Exam use: Exercise 2.5.8 pattern: logarithmic tails determine random analytic radius. Pitfall: Nonzero coefficients must occur infinitely often to rule out a larger radius.	power-series,root-test,log-tail
durrett_ch2_levy_maximal_inequality	Levy maximal inequality for independent increments (2.5 Convergence of Random Series)	A maximum of partial increments is controlled by the terminal increment times a lower bound on remaining-tail probabilities. Exam use: Core tool for Levy's theorem and convergence-in-probability to almost-sure convergence upgrades. Pitfall: The independence is between the first-crossing event and the future tail increment.	levy-inequality,maximal-inequality,independent-increments
durrett_ch2_independent_increments	Independent increments in partial sums (2.5 Convergence of Random Series)	For sums of independent variables, disjoint blocks of increments are independent. Exam use: Used inside first-crossing arguments and block decompositions. Pitfall: The original variables must be independent; identical distribution is not needed.	independent-increments,blocks,partial-sums
durrett_ch2_cauchy_in_probability	Cauchy criterion in probability (2.5 Convergence of Random Series)	Convergence in probability implies the sequence is Cauchy in probability, uniformly over sufficiently far tails. Exam use: Starting point for proving Levy's theorem. Pitfall: Cauchy in probability alone does not immediately give a.s. convergence without extra structure.	convergence-in-probability,cauchy,levy-theorem
durrett_ch2_convergence_in_probability	Convergence in probability (2.2 Weak Laws of Large Numbers)	X_n -> X in probability means P(|X_n-X|>epsilon)->0 for every epsilon>0. Exam use: Used throughout weak laws, maximal estimates, and large-deviation preliminaries. Pitfall: It is weaker than almost-sure convergence and does not by itself control all subsequences pathwise.	convergence-in-probability,weak-convergence,tail-probability
durrett_ch2_chebyshev	Chebyshev inequality for sums (2.2 Weak Laws of Large Numbers)	If a centered sum has finite variance, P(|S|>x) <= Var(S)/x^2. Exam use: Exercise 2.5.12 pattern: dyadic Chebyshev bounds become summable with a logarithmic correction. Pitfall: Chebyshev gives polynomial bounds; a log factor may be needed for summability.	chebyshev,variance,weak-law
durrett_ch2_renewal_function	Renewal function (2.6 Renewal Theory)	The renewal function U(t)=E N_t records the expected number of renewals by time t. Exam use: Exercise 2.6.1 pattern: bound U(t) using E(xi_1 wedge t). Pitfall: Indexing conventions for N_t vary; keep the same convention through the proof.	renewal-function,expected-count,renewal
durrett_ch2_wald_identity_truncated	Wald identity with truncated interarrivals (2.6 Renewal Theory)	For bounded truncated increments xi_i wedge t and a renewal stopping time, the expected stopped sum factors as E increment times E count. Exam use: Useful for elementary renewal estimates without assuming second moments. Pitfall: Do not apply untruncated Wald blindly when the stopping time or mean may be problematic.	wald,truncation,renewal
durrett_ch2_renewal_slln	Renewal counting strong law (2.6 Renewal Theory)	If interarrival times have finite mean mu, then N(t)/t -> 1/mu almost surely. Exam use: Converts cycle averages into long-run time rates. Pitfall: The inversion requires positive interarrival times and finite mean.	renewal,slln,counting-process
durrett_ch2_uniform_integrability	Uniform integrability from L2 bounds (2.6 Renewal Theory)	A family bounded in L2 is uniformly integrable, so a.s. convergence plus the L2 bound gives convergence of expectations. Exam use: Exercise 2.6.2 pattern: upgrade N(t)/t -> 1/mu a.s. to U(t)/t -> 1/mu. Pitfall: Almost-sure convergence alone does not imply convergence of expectations.	uniform-integrability,L2,expectations
durrett_ch2_poisson_memoryless	Poisson memoryless property (2.6 Renewal Theory)	After a stopping time independent of future arrivals, the waiting time to the next Poisson arrival is exponential and independent of the past. Exam use: Turns accepted arrivals after service completion into a renewal process. Pitfall: This finite-time memoryless identity is special to exponential interarrivals.	poisson-process,memoryless,renewal
durrett_ch2_renewal_reward_theorem	Renewal reward theorem (2.6 Renewal Theory)	Long-run reward per unit time equals expected reward per cycle divided by expected cycle length. Exam use: Use for server acceptance fractions, machine uptime, and alternating renewal rewards. Pitfall: Check the cycle definition: rewards and lengths must correspond to the same cycles.	renewal-reward,long-run-average,cycles
durrett_ch2_age_residual_life	Age and residual lifetime limits (2.6 Renewal Theory)	The limiting tail for age, residual life, or their joint event is an integrated tail of the interarrival distribution divided by mu. Exam use: Exercises 2.6.4 and 2.6.6 pattern: identify the renewal interval straddling t. Pitfall: The age and residual life are not generally independent in the limit.	age,residual-life,key-renewal-theorem
durrett_ch2_alternating_renewal_process	Alternating renewal process (2.6 Renewal Theory)	A system alternates between on- and off-periods; the long-run on probability is mean on-time divided by mean cycle length. Exam use: Exercise 2.6.7 pattern: machine availability equals mu_on/(mu_on+mu_off). Pitfall: The cycle law is the convolution of one on-period and one off-period.	alternating-renewal,availability,cycles
durrett_ch2_renewal_density	Renewal density (2.6 Renewal Theory)	If F has density f, the non-initial renewal measure has density v=sum_{n>=1} f^{*n}, satisfying v=f+v*F. Exam use: Exercise 2.6.9 pattern: apply the key renewal theorem to f to get v(t)->1/mu. Pitfall: Direct Riemann integrability of f is the hypothesis that permits the limit theorem.	renewal-density,convolution,key-renewal-theorem
durrett_ch2_large_deviation_gamma	Large-deviation exponent gamma (2.7 Large Deviations)	gamma(a) is the limiting exponential rate n^{-1} log P(S_n >= na), possibly 0 or -infinity. Exam use: Exercises 2.7.1 and 2.7.2 pattern: analyze the effective domain and concavity of gamma. Pitfall: A rate of -infinity corresponds to an impossible event, not merely a very small probability.	large-deviations,gamma,rate
durrett_ch2_independent_sums	Independent sums factor rare-event probabilities (2.7 Large Deviations)	For iid sums, events involving disjoint blocks can be multiplied to get lower bounds on large-deviation probabilities. Exam use: Useful for superadditivity and concavity of large-deviation rates. Pitfall: The block thresholds must add to the desired total threshold.	independence,sums,large-deviations
durrett_ch2_superadditivity	Superadditivity lemma (2.7 Large Deviations)	If a_{m+n} >= a_m+a_n, then a_n/n has a limit equal to its supremum in the extended real sense. Exam use: Used to prove existence of gamma(a). Pitfall: Signs matter: log probabilities are superadditive here, not subadditive.	superadditivity,fekete,large-deviations
durrett_ch2_concavity	Concavity from block mixing (2.7 Large Deviations)	Mixing blocks with thresholds a and b proves gamma(lambda a+(1-lambda)b) >= lambda gamma(a)+(1-lambda)gamma(b). Exam use: Exercise 2.7.2 pattern: concavity implies local Lipschitz regularity on the finite domain. Pitfall: The extension from rational to real lambda needs monotonicity or another continuity argument.	concavity,block-mixing,large-deviations
durrett_ch2_poisson_large_deviation	Poisson large-deviation rate (2.7 Large Deviations)	For iid Poisson(1), P(S_n>=na) has exponent -a log a+a-1 for a>1. Exam use: Exercise 2.7.3 pattern: compute Cramer rates by solving tilted mean equals a. Pitfall: The displayed formula is for upper tails a>1.	poisson,cramer,rate-function
durrett_ch2_mgf_bounds	Moment-generating-function upper bounds (2.7 Large Deviations)	Simple analytic inequalities for phi(theta) lead to usable Chernoff bounds even when the exact optimizer is not used. Exam use: Exercise 2.7.4 pattern: cosh(theta)-1 <= beta theta^2 for theta<=1. Pitfall: The bound is only valid over the range where the analytic inequality was proved.	mgf,chernoff,tail-bound
durrett_ch2_subgaussian_coin_flips	Subgaussian bound for fair coin sums (2.7 Large Deviations)	For Rademacher sums, bounding cosh(theta) by exp(beta theta^2) gives a Gaussian-type upper tail. Exam use: Gives a clean exponential estimate P(S_n>=an) <= exp(-n a^2/(4 beta)) for 0<=a<=1. Pitfall: This is a valid bound but not the sharp Cramer exponent.	rademacher,subgaussian,chernoff
durrett_ch2_heavy_tail_large_deviation	No positive mgf gives zero exponential rate (2.7 Large Deviations)	If all positive exponential moments are infinite, upper large deviations cannot have a strictly negative exponential rate. Exam use: Exercise 2.7.5 pattern: heavy tails make large deviations subexponential on the logarithmic n-scale. Pitfall: This conclusion concerns exponential rate only; probabilities may still tend to zero.	heavy-tail,large-deviations,mgf
durrett_ch2_one_big_jump	One big jump lower bound (2.7 Large Deviations)	For integrable mean-zero iid sums, P(S_n>=na) is at least asymptotically n P(X_1>=n(a+epsilon)). Exam use: Exercise 2.7.6 pattern: lower-bound heavy-tail large deviations by a single summand. Pitfall: Integrability is used to ensure n P(X_1>cn)->0 and to apply the weak law.	one-big-jump,heavy-tail,weak-law
durrett_ch2_weak_law	Weak law of large numbers (2.2 Weak Laws of Large Numbers)	For iid integrable variables with mean mu, S_n/n -> mu in probability. Exam use: Supports probability estimates for the contribution of all non-extreme summands. Pitfall: Weak convergence controls high-probability behavior, not pathwise eventual behavior.	weak-law,iid,finite-mean
durrett_ch2_tail_probability	Tail probability normalization (2.7 Large Deviations)	Compare rare-event probabilities to n times a single-tail probability when one large summand drives the event. Exam use: Useful in heavy-tail large-deviation lower bounds. Pitfall: The denominator must match the same threshold scale as the constructed big jump.	tail-probability,normalization,heavy-tail
durrett_ch2_borel_cantelli	Borel-Cantelli lemmas (2.3 Borel-Cantelli Lemmas)	Summable event probabilities imply only finitely many occurrences; for independent events, divergent probability sums imply infinitely many occurrences. Exam use: A general retrieval alias for exercises that use either Borel-Cantelli direction. Pitfall: The divergent direction requires independence or a suitable substitute.	borel-cantelli,almost-sure,limsup
durrett_ch2_cramer_theorem	Cramer theorem (2.7 Large Deviations)	For light-tailed iid sums, the upper-tail exponential decay rate is the negative Legendre transform of log E exp(theta X). Exam use: A general retrieval alias for Cramer-rate computations such as the Poisson example. Pitfall: The theorem requires finiteness of the mgf near the optimizing tilt.	cramer,large-deviations,rate-function
durrett_ch3_stirling_local_binomial	Stirling local binomial approximation (3.1 The De Moivre-Laplace Theorem)	For a simple symmetric walk, P(S_{2n}=2k) is asymptotic to (pi n)^(-1/2) exp(-x^2/2) when 2k/sqrt(2n) tends to x. Exam use: Use as the prototype local normal approximation before invoking characteristic functions. Pitfall: The approximation is local and depends on the lattice parity of S_{2n}.	stirling,binomial,local-normal
durrett_ch3_demoivre_laplace	De Moivre-Laplace theorem (3.1 The De Moivre-Laplace Theorem)	For a simple symmetric random walk, S_m/sqrt(m) converges in distribution to the standard normal law. Exam use: A concrete CLT model for coin flips, binomial normal approximation, and continuity-correction intuition. Pitfall: Do not forget the even/odd lattice issue; the theorem for all m follows after a small parity argument.	clt,simple-random-walk,normal-approximation
durrett_ch3_product_exponential_limit	Product exponential limit (3.1 The De Moivre-Laplace Theorem)	If max_j |c_{j,n}| goes to 0, sum_j c_{j,n} tends to lambda, and the sums of absolute values are bounded, then product_j(1+c_{j,n}) tends to exp(lambda). Exam use: Fast route for birthday, occupancy, and rare-event product limits. Pitfall: The maximum term condition is essential; a single large factor can break the exponential approximation.	product-limit,rare-events,asymptotics
durrett_ch3_large_deviation_stirling_patterns	Stirling large-deviation patterns (3.1 The De Moivre-Laplace Theorem)	Stirling's formula also gives exponential rates for binomial and Poisson tails at linear deviations from the mean. Exam use: Useful when an exam asks for n^{-1} log P(S_n >= n a) before the full large-deviation theorem is available. Pitfall: Normal approximation is not valid on linear-deviation scales; use exponential rates instead.	large-deviations,stirling,tail-asymptotics
durrett_ch3_weak_convergence_definition	Weak convergence definition (3.2 Weak Convergence)	Distribution functions F_n converge weakly to F when F_n(x) tends to F(x) at every continuity point of F; random variables converge in distribution when their laws do. Exam use: This is the language used in CLT, Poisson approximation, stable limits, and multivariate limits. Pitfall: Convergence at discontinuity points of the limit is not required and can fail even for X+1/n tending to X.	weak-convergence,distribution-functions,continuity-points
durrett_ch3_rare_geometric_exponential_limit	Waiting for rare events gives an exponential limit (3.2.1 Examples)	If X_p is geometric with success probability p, then p X_p converges in distribution to an exponential(1) random variable as p tends to 0. Exam use: Recognize geometric waiting times under rare-event scaling. Pitfall: The scale is p X_p, not X_p/p; the waiting time itself diverges.	geometric,exponential-limit,rare-events
durrett_ch3_birthday_rayleigh_limit	Birthday collision Rayleigh limit (3.2.1 Examples)	For iid uniform draws from N boxes, the first collision time T_N satisfies P(T_N/sqrt(N)>x) tending to exp(-x^2/2). Exam use: A standard occupancy/collision scaling pattern. Pitfall: The natural scale is sqrt(N), not N, because collisions depend on pairs.	birthday-problem,occupancy,rayleigh-tail
durrett_ch3_scheffe_theorem	Scheffe theorem for densities (3.2.1 Examples)	If probability densities f_n converge pointwise to a density f, then the corresponding probability measures converge in total variation, hence weakly. Exam use: Use when a limit distribution is easiest to prove through densities, such as central order statistics. Pitfall: Pointwise convergence of densities is stronger than weak convergence and is not necessary.	scheffe,densities,total-variation
durrett_ch3_skorokhod_quantile_representation	Quantile representation for weak convergence (3.2.2 Theory)	If F_n converges weakly to F, one can construct random variables with these laws on (0,1) that converge almost surely. Exam use: Lets proof problems transfer weak convergence into almost sure convergence for bounded continuous mappings. Pitfall: The constructed variables need not be the original variables; this is a representation argument.	quantile-transform,skorokhod,weak-convergence
durrett_ch3_bounded_continuous_test_functions	Bounded continuous test function characterization (3.2.2 Theory)	X_n converges in distribution to X iff E g(X_n) tends to E g(X) for every bounded continuous function g. Exam use: The default way to define weak convergence on general topological spaces. Pitfall: Boundedness matters; unbounded continuous functions need extra tightness or uniform integrability.	portmanteau,test-functions,bounded-continuous
durrett_ch3_continuous_mapping_theorem	Continuous mapping theorem (3.2.2 Theory)	If X_n converges in distribution to X and g is measurable with P(X in D_g)=0, then g(X_n) converges in distribution to g(X). Exam use: Use for Slutsky-type transformations, maxima maps, ratios away from zero, and normalization changes. Pitfall: A discontinuity with positive limit probability can invalidate the conclusion.	continuous-mapping,weak-convergence,discontinuity-set
durrett_ch3_portmanteau_open_closed	Portmanteau open-closed criteria (3.2.2 Theory)	Weak convergence is equivalent to lower bounds on open sets, upper bounds on closed sets, and convergence on Borel sets whose boundary has limit probability zero. Exam use: Use when events are not intervals but have negligible boundary under the limit. Pitfall: The direction of the inequalities is easy to reverse; open sets get liminf lower bounds and closed sets get limsup upper bounds.	portmanteau,open-sets,closed-sets
durrett_ch3_helly_selection_tightness	Helly selection and tightness (3.2.2 Theory)	Every sequence of distribution functions has a vaguely convergent subsequence; subsequential limits are probability laws exactly when mass is tight. Exam use: Core compactness tool for proving existence of subsequential distributional limits. Pitfall: Vague subsequential limits can lose mass, so Helly alone is not enough for weak convergence.	helly,tightness,subsequences
durrett_ch3_moment_tightness_criterion	Moment tightness criterion (3.2.2 Theory)	If sup_n E phi(X_n) is finite for some nonnegative phi with phi(x) tending to infinity as |x| tends to infinity, then the laws of X_n are tight. Exam use: Fast tightness check using bounded moments or coercive Lyapunov functions. Pitfall: A bounded first or second moment gives tightness, but tightness does not require moments.	tightness,markov,moment-bound
durrett_ch3_subsequence_principle_weak	Subsequence principle for weak convergence (3.2.2 Theory)	If every subsequence has a further subsequence converging weakly to the same law, then the full sequence converges weakly to that law. Exam use: Useful for proving convergence after compactness/tightness arguments. Pitfall: The further subsequential limit must be uniquely identified; tightness only gives candidates.	subsequence,weak-convergence,uniqueness
durrett_ch3_convergence_in_probability_to_distribution	Convergence in probability implies weak convergence (3.2 Exercises and Consequences)	If X_n tends to X in probability, then X_n converges in distribution to X; if X_n converges in distribution to a constant c, then X_n tends to c in probability. Exam use: Often used to replace negligible error terms in limit theorems. Pitfall: Weak convergence to a nonconstant random variable does not imply convergence in probability on the original space.	convergence-in-probability,weak-convergence,constant-limit
durrett_ch3_converging_together_slutsky	Converging together and Slutsky patterns (3.2 Exercises and Consequences)	If X_n converges in distribution to X and Y_n converges in distribution to a constant c, then X_n+Y_n, X_n Y_n, and X_n/Y_n (c not 0) converge to the corresponding transformed limits. Exam use: Indispensable for replacing random normalizers by deterministic limits. Pitfall: The denominator case needs the limit constant away from zero.	slutsky,converging-together,random-normalization
durrett_ch3_characteristic_function_definition	Characteristic function basics (3.3.1 Definition, Inversion Formula)	The characteristic function of X is phi(t)=E exp(i t X); it is uniformly continuous, positive definite, satisfies phi(0)=1, and determines the distribution. Exam use: Main transform language for CLT and distributional convergence. Pitfall: A pointwise limit of characteristic functions is a characteristic function only if it is continuous at zero.	characteristic-functions,positive-definite,transforms
durrett_ch3_cf_independent_sums	Characteristic functions multiply for independent sums (3.3.1 Definition, Inversion Formula)	If X and Y are independent, the characteristic function of X+Y is phi_X(t) phi_Y(t). Exam use: Turns sums of independent random variables into products and powers of transforms. Pitfall: The product rule requires independence; uncorrelated variables are not enough.	independent-sums,characteristic-functions,convolution
durrett_ch3_standard_characteristic_functions	Standard characteristic function table (3.3.1 Definition, Inversion Formula)	Coin flip: cos t; Poisson(lambda): exp(lambda(e^{it}-1)); normal(mu,sigma^2): exp(i mu t - sigma^2 t^2/2); uniform(a,b): (e^{itb}-e^{ita})/(it(b-a)); exponential(lambda): lambda/(lambda-it). Exam use: Recognition table for prelim transform calculations. Pitfall: Check parameter conventions carefully, especially normal variance and exponential rate versus mean.	cf-table,normal,poisson,exponential
durrett_ch3_cf_inversion_formula	Characteristic function inversion formula (3.3.1 Definition, Inversion Formula)	A distribution can be recovered from its characteristic function by integrating (exp(-ita)-exp(-itb))/(it) against phi(t) over symmetric intervals and taking limits at continuity endpoints. Exam use: Use to prove uniqueness and to identify distributional limits from transforms. Pitfall: Endpoint atoms require care; inversion is cleanest for intervals whose endpoints have zero mass.	inversion,fourier,uniqueness
durrett_ch3_integrable_cf_density	Integrable characteristic function gives bounded density (3.3.1 Definition, Inversion Formula)	If a characteristic function is integrable, the distribution has a bounded continuous density given by Fourier inversion. Exam use: Shows stable or limiting laws have densities when their characteristic functions are integrable. Pitfall: Integrability of phi is sufficient, not necessary, for having a density.	density,fourier-inversion,integrable-cf
durrett_ch3_levy_continuity_theorem	Levy continuity theorem (3.3.2 Weak Convergence)	Probability measures converge weakly iff their characteristic functions converge pointwise to a function continuous at zero, in which case the limit is the characteristic function of the weak limit. Exam use: The main engine for proving CLT, Poisson limits, stable limits, and multivariate limit theorems. Pitfall: Pointwise convergence to a discontinuous-at-zero function does not define a probability limit.	levy-continuity,weak-convergence,characteristic-functions
