id	front	back	tags
	Exponential martingale ruin adjustment	Find theta with E exp(theta X)=1, stop exp(theta S_n) at a hitting time, and use boundary values to estimate ruin probabilities. Use case: Insurance risk, random-walk ruin, and Lundberg-type inequalities.	chapter4,calculation-template,exponential-martingale,ruin-probability,adjustment-coefficient
	Fourth-moment martingales bound exit-time moments	Construct a polynomial martingale involving S_n^4, S_n^2, and n; stopping it at an exit time produces second-moment bounds for T. Use case: Random-walk exit-time variance and higher-moment exercises.	chapter4,calculation-template,fourth-moment,exit-time,polynomial-martingale
	Return-time renewal equations via generating functions	Decompose visits into first return plus future visits, obtaining U(s)=1/(1-F(s)); analyze F(s) near s=1 to read recurrence and expected return time. Use case: Section 4.9 random-walk return-time exercise.	chapter4,calculation-template,renewal-equation,generating-functions,return-time
exercise_ch5_state_sufficiency_test	State sufficiency test for the Markov property	A proposed process is Markov only if the retained state contains all information needed to compute the next-step law; record maxima fail when the current walk location is omitted. Use case: Exercises 5.1.1, 5.1.2, 5.1.3, and other state-selection problems.	markov-property,state-choice,counterexample
exercise_ch5_transition_from_one_step_mechanism	Compute transitions from the one-step mechanism	Given the present state, enumerate the next independent draw, swap, birth, or arrival and translate the possible outcomes into transition probabilities. Use case: Coupon, pair-chain, Bernoulli-Laplace, Wright-Fisher, and queue transition computations.	transition-matrix,conditioning,examples
exercise_ch5_hidden_parameter_predictive_markov	Bayesian predictive state for hidden-parameter chains	When a hidden parameter is shared across trials, update its posterior from a sufficient statistic and use the posterior mean as the next-step predictive probability. Use case: Exercise 5.1.6 and temporally inhomogeneous Markov chains from exchangeable coin flips.	bayesian-update,sufficient-statistic,inhomogeneous-markov
exercise_ch5_mendelian_pair_transition	Mendelian pair transition matrix	For unordered genotype-pair states, compute one-offspring genotype probabilities (p,q,r) and map two independent offspring to probabilities p^2, 2pq, 2pr, q^2, 2qr, r^2. Use case: Brother-sister mating transition and absorption computations.	genetics,transition-matrix,mendelian
exercise_ch5_conditional_independence_past_future	Past and future conditional independence	For A in the past and B in the future, condition first on the present sigma-field; the Markov property turns E(1_B|F_n) into a function of X_n. Use case: Exercise 5.2.1 and conditional independence arguments.	markov-property,conditional-independence,tower-property
exercise_ch5_first_entrance_decomposition	First entrance decomposition	Partition {X_n=y} by the first positive hitting time T_y=m, then restart from y by the strong Markov property to get p^n(x,y)=sum_m P_x(T_y=m)p^{n-m}(y,y). Use case: Exercise 5.2.4 and renewal decompositions for Markov chains.	hitting-time,strong-markov,decomposition
exercise_ch5_exit_probability_dirichlet_problem	Exit probabilities solve the Dirichlet problem	An exit probability h(x)=P_x(V_A<V_B) is harmonic off A union B with boundary values 1 and 0; optional stopping at the exit time proves uniqueness on finite domains. Use case: Exercises 5.2.7 and 5.2.8.	dirichlet-problem,harmonic,optional-stopping
exercise_ch5_expected_hitting_time_poisson_equation	Expected hitting times solve a Poisson equation	For g(x)=E_x V_A, first-step analysis gives g=1+Pg off A and g=0 on A; the process g(X_{n∧V_A})+n∧V_A is the uniqueness martingale. Use case: Exercises 5.2.11, 5.2.12, and 5.2.13.	expected-hitting-time,poisson-equation,martingale
exercise_ch5_absorption_probability_martingale	Absorption probability from martingale value	If a bounded martingale is stopped on two absorbing boundary values, the starting value equals the boundary-weighted absorption probability. Use case: Exercises 5.2.8, 5.2.9, and 5.2.10.	martingale,absorption,optional-stopping
exercise_ch5_excursion_iid_cycles	Iid excursions between recurrent returns	At successive return times to a recurrent state, the strong Markov property makes the interarrival times and path excursions iid. Use case: Exercise 5.3.1 and regenerative proofs in Sections 5.5 and 5.6.	excursions,regeneration,strong-markov
exercise_ch5_birth_death_log_product_test	Birth-death recurrence by log product asymptotics	Use log(q_j/p_j) expansions to decide divergence of the birth-death scale sum; for p_j=1/2+C/j the threshold is C=1/4. Use case: Exercise 5.3.4 and nearest-neighbor recurrence boundaries.	birth-death,recurrence,asymptotics
exercise_ch5_lyapunov_to_zero_transience	Lyapunov function tending to zero proves transience	A positive superharmonic function outside a finite set that tends to zero at infinity contradicts recurrent return to that finite set, hence implies transience in irreducible chains. Use case: Exercise 5.3.5 and outward-drift birth-death chains.	lyapunov,transience,supermartingale
exercise_ch5_power_lyapunov_birth_death	Power Lyapunov functions for near-critical birth-death chains	For p_j-1/2~C/j, Taylor expand E_j X_1^alpha-j^alpha; choosing alpha on the correct side of 1-4C gives recurrence or transience. Use case: Exercise 5.3.6.	birth-death,lyapunov,taylor-expansion
exercise_ch5_superharmonic_liouville_chain	Recurrent irreducible chains have only constant nonnegative superharmonic functions	Stop a nonnegative supermartingale f(X_n) at the hitting time of another state; recurrence forces f(x)>=f(y) and symmetry gives equality. Use case: Exercise 5.3.7 and Liouville-type arguments.	superharmonic,recurrence,liouville
exercise_ch5_one_dimensional_random_walk_alternatives	Four alternatives for one-dimensional random walks	Tail zero-one laws and ladder behavior force a one-dimensional random walk to be identically zero, drift to +infinity, drift to -infinity, or oscillate unboundedly both ways. Use case: Exercise 5.4.1.	random-walk,zero-one-law,classification
exercise_ch5_ladder_epoch_geometric_regeneration	Ascending ladder epochs regenerate record highs	Successive strict ascending ladder epochs repeat the same trial by the strong Markov property; if the first ladder time is defective, only finitely many records occur, otherwise records go to infinity. Use case: Exercise 5.4.2.	ladder-variables,records,random-walk
exercise_ch5_recurrent_walk_superharmonic_liouville	Recurrent random walk implies nonnegative superharmonic Liouville	For recurrent walks in dimensions one and two, f(S_n) is a nonnegative supermartingale and recurrent visits to neighborhoods force all superharmonic values to agree. Use case: Exercise 5.4.3.	superharmonic,random-walk,liouville
exercise_ch5_bounded_harmonic_tail_zero_one	Bounded harmonic functions via tail zero-one law	For a bounded harmonic h, h(S_n) is a bounded martingale; its limit is invariant under finite permutations of iid increments, so Hewitt-Savage forces constancy. Use case: Exercise 5.4.4.	harmonic,hewitt-savage,martingale
exercise_ch5_hypergeometric_detailed_balance	Hypergeometric stationary law for Bernoulli-Laplace	The Bernoulli-Laplace diffusion has stationary distribution proportional to binomial choices of black and white balls in the left urn; adjacent detailed balance verifies it. Use case: Exercise 5.5.1.	bernoulli-laplace,hypergeometric,detailed-balance
exercise_ch5_cycle_measure_hitting_ratio	Cycle occupation measure as a hitting-probability ratio	For recurrent x and y in the same class, expected visits to y during one x-cycle equal P_x(T_y<T_x)/P_y(T_x<T_y). Use case: Exercise 5.5.2.	cycle-trick,hitting-probability,stationary-measure
exercise_ch5_stationary_measure_uniqueness_scaling	Use normalization to compare stationary measures	In an irreducible recurrent chain, all stationary measures are scalar multiples; evaluate at one state to determine the scalar. Use case: Exercises 5.5.3 and 5.5.5.	stationary-measure,uniqueness,normalization
exercise_ch5_poisson_thinning_stationarity	Poisson thinning gives M/M/infinity stationarity	If X is Poisson(theta), Bernoulli thinning with survival p gives Poisson(p theta), and adding independent Poisson(lambda) arrivals gives Poisson(p theta+lambda). Use case: Exercise 5.5.8.	poisson,thinning,queue
exercise_ch5_reflected_walk_idle_fraction	Idle fraction from reflected random-walk regulator	For a stable reflected walk, the regulator increments exactly when the queue is empty and the raw increment is -1; dividing the reflection identity by n gives the long-run idle frequency. Use case: Exercise 5.5.7 and M/G/1 stationary mass at zero.	reflected-random-walk,queue,stationarity
exercise_ch5_two_state_affine_recursion	Two-state chain convergence via affine recursion	Track one coordinate probability q_n; the recursion q_{n+1}=beta+(1-alpha-beta)q_n solves explicitly around its stationary fixed point. Use case: Exercise 5.6.1.	two-state-chain,stationary-distribution,recursion
exercise_ch5_finite_aperiodic_uniform_power	Finite irreducible aperiodic chains have a positive matrix power	Use a path from x to y plus sufficiently long return loops at y; finiteness lets one choose a common power m for all pairs. Use case: Exercise 5.6.2.	finite-chain,aperiodic,positive-power
exercise_ch5_block_coupling_exponential_rate	Uniform block coupling gives exponential convergence	If an m-step transition has a uniformly positive chance to send all states to one common state, coupling attempts in independent blocks have geometric tails. Use case: Exercise 5.6.3 and finite-state mixing estimates.	coupling,exponential-rate,finite-chain
exercise_ch5_regenerative_additive_functional_lln	Regenerative LLN for additive functionals	Split the path into iid return cycles; reward sums divided by elapsed time converge to expected cycle reward divided by expected cycle length, which equals the stationary average. Use case: Exercise 5.6.5.	regeneration,ergodic-theorem,lln
exercise_ch5_regenerative_additive_functional_clt	Regenerative CLT for additive functionals	Apply the iid CLT to centered cycle rewards and random-index by the number of completed cycles; show incomplete-cycle rewards are negligible on sqrt(n) scale. Use case: Exercise 5.6.6.	regeneration,clt,random-index
exercise_ch5_recurrent_ratio_limit_cycles	Ratio limits from recurrent cycles	Count visits to z per completed y-cycle and divide by visits to y; the strong law gives the stationary-measure ratio m(z)/m(y). Use case: Exercises 5.6.7 and 5.6.8.	ratio-limit,recurrent-chain,cycle-measure
exercise_ch5_split_atom_return_sum	Split-chain recurrence is return-sum divergence at the atom	For the artificial atom alpha, the countable-state return criterion applies: recurrence is equivalent to divergence of sum_n pbar^n(alpha,alpha). Use case: Exercise 5.8.1.	harris-chain,split-chain,recurrence
exercise_ch5_harris_stationarity_implies_recurrence	Stationary distribution forces Harris recurrence	Lift a stationary distribution to the split chain; positive stationary mass at alpha forces an infinite expected number of alpha visits, hence recurrence. Use case: Exercise 5.8.3.	harris-chain,stationarity,recurrence
exercise_ch5_harris_small_set_choice_invariance	Harris recurrence does not depend on the small-set pair	If another Harris set A' is reachable, it has positive lambda measure for the original split chain; Theorem 5.8.8 makes visits to A' occur infinitely often. Use case: Exercise 5.8.4.	harris-chain,small-set,invariance
exercise_ch5_gig1_drift_classification	GI/G/1 drift classification	Compare the reflected workload with the raw random walk until the first negative passage: positive drift gives transience, nonpositive drift gives recurrence, negative drift gives positive recurrence. Use case: Exercise 5.8.5.	gig1,queue,drift
exercise_ch5_reflection_maximum_representation	Reflected random walk equals reversed maximum in law	The reflected workload satisfies W_n=S_n-min_{j<=n}S_j, which by reversing increments has the same law as the maximum of a length-n random walk. Use case: Exercise 5.8.6.	reflected-random-walk,path-reversal,maximum
exercise_ch5_multiplicative_ou_log_recursion	Multiplicative variance O.U. becomes stable on log scale	For Y_{n+1}=beta sqrt(|Y_n|) Z_{n+1}, log|Y_n| follows an AR(1) recursion with coefficient 1/2, yielding a nonzero positive recurrent Harris class plus an absorbing zero. Use case: Exercise 5.8.7.	ornstein-uhlenbeck,log-recursion,harris-chain
ch6_exercise_method_invariant_sigma_field_measurable_functions	Invariant sigma-field and invariant random variables	Show invariant events form a sigma-field by pullback closure; prove an I-measurable random variable is invariant by checking rational cuts, and conversely use invariant inverse images. Use case: Exercise 6.1.1; identifying E(X|I) and invariant limits.	invariant-sigma-field,measurability,rational-cuts
ch6_exercise_method_almost_invariant_strictification	Strict representative for almost invariant sets	From an almost invariant set, form a forward pullback union B and then C=intersection phi^{-n}B; C is strictly invariant and differs only by a null set. Use case: Exercise 6.1.2; replacing mod-null invariance by exact invariance.	almost-invariant,strict-invariance,null-sets
ch6_exercise_method_direct_irrational_rotation_ergodicity	Direct density proof of irrational rotation ergodicity	Use pigeonhole gaps to prove the irrational orbit is dense, approximate positive-measure sets by high-density intervals, and contradict coexistence of invariant A and A^c with positive measure. Use case: Exercise 6.1.3; proving ergodicity without Fourier series.	irrational-rotation,density-points,ergodicity
ch6_exercise_method_two_sided_stationary_extension	Two-sided extension of a stationary sequence	Define finite-dimensional laws on integer-indexed coordinates by shifting all indices into the nonnegative side, then use stationarity for consistency and Kolmogorov extension. Use case: Exercise 6.1.4; return-time and cycle arguments needing negative times.	stationary-process,two-sided,kolmogorov-extension
ch6_exercise_method_factor_stationarity_ergodicity	Stationarity and ergodicity pass to factors	For Y_k=g(X_k,X_{k+1},...), stationarity follows from shifted future laws; invariant events for Y pull back to invariant events for X, so ergodicity passes to Y. Use case: Exercise 6.1.5; creating stationary derived processes.	factor-map,stationarity,ergodicity
ch6_exercise_method_random_phase_iid_blocks	Random phase makes iid blocks stationary and ergodic	Concatenate iid blocks and start at an independent uniform phase; one-step shifts rotate the phase and occasionally shift the iid block sequence, giving stationarity and ergodicity. Use case: Exercise 6.1.6; block constructions with stationary output.	iid-blocks,random-phase,ergodicity
ch6_exercise_method_gauss_map_invariant_density	Gauss map invariant density by branch telescoping	For phi(x)=1/x-floor(1/x), split into branches x=1/(k+y); the transformed density sum telescopes to 1/(1+y). Use case: Exercise 6.1.7; verifying the continued-fraction invariant measure.	continued-fractions,gauss-map,invariant-density
ch6_exercise_method_lp_upgrade_by_truncation	Lp upgrade of Birkhoff by truncation	Prove Lp convergence for bounded observables by bounded convergence, then truncate X and control the tail using Jensen plus Lp contraction of conditional expectation. Use case: Exercise 6.2.1; upgrading ergodic averages from L1 to Lp.	birkhoff,lp,truncation,jensen
ch6_exercise_method_moving_observable_ergodic_average	Moving observable ergodic average	Decompose averages of g_m(phi^m) into the fixed g average plus errors; control a.s. errors by tail suprema and L1 errors by Cesaro means. Use case: Exercise 6.2.2; triangular or time-varying observables in ergodic averages.	moving-observable,tail-supremum,cesaro,birkhoff
ch6_exercise_method_wiener_maximal_from_maximal_ergodic	Wiener maximal inequality from maximal ergodic lemma	Apply the maximal ergodic lemma to Y=X-alpha so the positivity event of the shifted partial sums is exactly {max S_j/j > alpha}. Use case: Exercise 6.2.3; deriving maximal probability bounds for ergodic averages.	maximal-ergodic-lemma,wiener-inequality,threshold-shift
ch6_exercise_method_range_last_visit_counting	Range expectation by last-visit decomposition	Count each visited site by its last visit time; stationarity makes the probability of no future revisit over n-m steps equal to g_{n-m}. Use case: Exercise 6.3.1; expected range identities for stationary-increment walks.	range,last-visit,stationary-increments
ch6_exercise_method_positive_drift_escape_probability	Positive drift escape probability from range growth	With ergodic integer increments bounded above by one and positive mean, the range grows at the same rate as the running maximum; Theorem 6.3.1 identifies the rate with P(escape). Use case: Exercise 6.3.2; recurrence/escape probabilities under stationary increments.	positive-drift,escape-probability,range-growth
ch6_exercise_method_cycle_trick_occupation_ratio	Cycle trick occupation ratio	Use a two-sided stationary version and partition by the last visit to A before time 0; expected B-occupation in an A-cycle equals P(X0 in B)/P(X0 in A). Use case: Exercise 6.3.3; constructing stationary measures from excursions.	cycle-trick,occupation-time,two-sided-stationarity
ch6_exercise_method_stationary_renewal_waiting_bias	Stationary renewal first-waiting bias	Under conditioning on a renewal at time 0, stationarity of return gaps gives P(T=n)=Pbar(T>=n)/Ebar T for the waiting time seen from a stationary time. Use case: Exercise 6.3.4; inspection-paradox and stationary renewal calculations.	renewal,waiting-time,kac,stationary-bias
ch6_exercise_method_arbitrarily_slow_subadditive_convergence	Arbitrarily slow deterministic subadditive convergence	Set X_{m,m+k}=f(k) with f(k)/k decreasing; subadditivity follows by comparing both pieces to f(n)/n, so the expectation convergence can be as slow as f(n)/n. Use case: Exercise 6.5.1; understanding limits of Fekete-type convergence rates.	subadditivity,slow-convergence,fekete
ch6_exercise_method_lcs_first_moment_bounds	Longest common subsequence first-moment bounds	Compute small-n expectations for lower bounds and bound P(L_n >= K) by the expected number of matching index-pair subsequences, binom(n,K)^2 2^{-K}. Use case: Exercise 6.5.2; bounding LCS constants.	longest-common-subsequence,first-moment,entropy-bound
ch6_exercise_method_poisson_greedy_increasing_path_lower_bound	Poisson greedy path lower bound	Choose successive Poisson points minimizing x+y in the northeast quadrant; the increment sum has tail exp(-t^2/2), giving mean coordinate step sqrt(pi/8) and gamma >= sqrt(8/pi). Use case: Exercise 6.5.3; lower bounds for Hammersley's increasing path constant.	poisson-process,greedy-path,lis-lower-bound
ch6_exercise_method_permutation_lis_first_moment_upper_bound	Permutation LIS upper bound by first moment	For a fixed k-subset of indices, the values are increasing with probability 1/k!, so E J_k^n=binom(n,k)/k!; Stirling with k~alpha sqrt(n) gives gamma <= e. Use case: Exercise 6.5.4; upper bounds for longest increasing subsequences.	random-permutation,lis,first-moment,stirling
ch6_exercise_method_branching_laplace_martingale_bound	Branching Laplace martingale speed bound	Normalize the generation-n Laplace sum by (mu phi(theta))^n to get a nonnegative martingale; Markov's inequality bounds early birth events when exp(-theta a)/(mu phi(theta))>1. Use case: Exercise 6.5.5; age-dependent branching speed upper-tail bounds.	branching-process,laplace-transform,martingale,large-deviations
exercise_method_ch7_gaussian_wedge_probability	Two-time Brownian sign probability by Gaussian wedge angle	Write B_t as B_s plus an independent increment, standardize to a rotationally symmetric bivariate normal, and compute the sector angle cut out by the two half-planes. Use case: Exercise 7.1.1; probabilities involving signs of correlated Brownian values.	brownian,gaussian-geometry,sign-probability
exercise_method_ch7_increment_expansion_moments	Brownian polynomial moments by independent increment expansion	Represent B_1, B_2, B_3 through independent unit Gaussian increments, expand the polynomial, and discard terms with centered odd factors. Use case: Exercise 7.1.2; low-order Brownian moment computations.	brownian-moments,independent-increments,gaussian
exercise_method_ch7_brownian_integral_gaussian	Deterministic Brownian integrals are Gaussian	Approximate an integral of B_s against deterministic ds by Riemann sums; each sum is Gaussian, and the variance is the double integral of r wedge s. Use case: Exercise 7.1.3; integrated Brownian motion and Gaussian linear functionals.	gaussian-process,brownian-integral,covariance
exercise_method_ch7_countable_coordinate_sigma_field	Events in raw path sigma-field depend on countably many coordinates	Show the class of events depending on a countable coordinate list is a sigma-field containing all finite-dimensional cylinders. Use case: Exercise 7.1.4; path-space measurability and cylinder sigma-fields.	path-space,sigma-field,coordinates
exercise_method_ch7_k_increment_holder_obstruction	K-increment obstruction to Brownian Holder regularity	If a Holder point exists, a nearby block of k Gaussian increments must all be unusually small; union bound gives probability O(n^{1+k(1/2-gamma)}). Use case: Exercise 7.1.5; proving no Holder points above exponent 1/2.	holder,small-increments,brownian-roughness
exercise_method_ch7_dyadic_quadratic_variation_borel_cantelli	Dyadic quadratic variation by L2 plus Borel-Cantelli	Compute variance of the dyadic squared-increment sum as 2t^2 2^{-n}, apply Chebyshev, and sum over n to get almost sure convergence. Use case: Exercise 7.1.6; Brownian quadratic variation along dyadic partitions.	quadratic-variation,borel-cantelli,chebyshev
exercise_method_ch7_markov_conditioning_hitting_survival	Deterministic-time Markov conditioning for hitting survival	Condition on B_s=y, replace the future event by a hitting probability for Brownian motion started at y, and integrate against the transition density. Use case: Exercises 7.2.1 and 7.2.2; return-time and last-zero decompositions.	markov-property,hitting-time,transition-density
exercise_method_ch7_last_zero_markov_decomposition	Last-zero event as no future hit after conditioning	The event L <= t is equivalent to no zero in (t,1]; after conditioning on B_t, this becomes P_y(T_0 > 1-t). Use case: Exercise 7.2.2 and arcsine-law calculations.	last-zero,markov-property,survival-probability
exercise_method_ch7_dense_local_maxima_from_immediate_crossing	Dense local maxima from immediate two-sided crossing	Take shrinking deterministic intervals, use continuity to get a maximum, and use immediate crossing forward and backward to rule out endpoints. Use case: Exercise 7.2.3; path-local extremum arguments.	local-maxima,immediate-crossing,brownian-paths
exercise_method_ch7_germ_limsup_constant	Germ-field limsup constants via Blumenthal 0-1	For a small-time limsup L, events {L <= r} lie in the germ sigma-field; 0-1 probabilities force L to be almost surely constant. Use case: Exercise 7.2.4(i); local Brownian growth rates.	blumenthal,limsup,germ-field
exercise_method_ch7_sqrt_time_not_holder_half	Brownian paths are not 1/2-Holder at a fixed time	Use B_delta/sqrt(delta) standard normal to get positive probability of arbitrarily large normalized values, then apply Blumenthal 0-1. Use case: Exercise 7.2.4(ii); critical Brownian Holder exponent.	holder,blumenthal,sqrt-time
exercise_method_ch7_fsigma_hitting_time	F-sigma hitting times as infima of closed hitting times	Write the F-sigma set as a countable union of closed sets, use closed-set hitting times, and express {inf T_n < t} as a countable union. Use case: Exercise 7.3.1; proving first-entry times are stopping times.	stopping-time,hitting-time,f-sigma
exercise_method_ch7_sum_stopping_time_rational_split	Sum of stopping times via rational split	Write {S+T<t} as the union over rational q<t of {S<q} cap {T<t-q}. Use case: Exercise 7.3.2; closure properties for stopping times.	stopping-time,rationals,closure
exercise_method_ch7_sup_inf_stopping_times	Supremum and infimum of stopping times	Use {inf T_n<t}=union {T_n<t} and {sup T_n<=t}=intersection {T_n<=t}, then build liminf and limsup from sup/inf combinations. Use case: Exercise 7.3.3; stopping-time sequence operations.	stopping-time,supremum,infimum
exercise_method_ch7_stopped_event_restriction	Use F_S by restricting to {S <= t}	To prove an event-defined random time is a stopping time, intersect the event A in F_S with {S <= t} and use the definition of F_S. Use case: Exercise 7.3.4; killing a stopping time on an event.	stopped-sigma-field,stopping-time,restriction
exercise_method_ch7_compare_stopping_times_in_stopped_fields	Comparison events for stopping times are known at either time	Represent {S<T} or {S>T} on {S<t} using countable rational cuts, then repeat with S and T interchanged. Use case: Exercise 7.3.5; stopped sigma-field comparison events.	stopped-sigma-field,rational-cuts,comparison
exercise_method_ch7_meet_stopped_sigma_field	Stopped sigma-field at S wedge T	Use S wedge T <= S,T for one inclusion; for the reverse, decompose A cap {S wedge T <= t} into the union of A cap {S <= t} and A cap {T <= t}. Use case: Exercise 7.3.6; identities among stopped sigma-fields.	stopped-sigma-field,minimum,filtration
exercise_method_ch7_planar_hitting_cauchy	Planar Brownian level hitting gives Cauchy law	Condition the first coordinate on the second-coordinate hitting time, then use the hitting-time Laplace transform to get characteristic function exp(-a|u|). Use case: Exercise 7.4.1; Cauchy distribution from Brownian hitting.	cauchy,planar-brownian,hitting-time
exercise_method_ch7_return_time_density_mixture	Return-time density by mixing first-hit densities	Condition on B_1=y and integrate the first-hitting density from y to 0 against the N(0,1) density. Use case: Exercise 7.4.2; density of the next zero after time 1.	return-time,density,markov-property
exercise_method_ch7_reflected_endpoint_subdensity	Endpoint subdensity after barrier crossing	Reflect paths after the first hit of level a to identify P(T_a<t, B_t in dx) below a with the free Brownian density at 2a-x. Use case: Exercise 7.4.3(a,b); reflection-principle refinements.	reflection-principle,subdensity,barrier
exercise_method_ch7_joint_max_endpoint_density	Joint density of Brownian maximum and endpoint	Use {M_t>a}={T_a<t}, write the reflected endpoint subdensity, and differentiate the tail probability in the maximum level a. Use case: Exercise 7.4.3(c); Brownian maximum-endpoint joint law.	maximum,joint-density,reflection
exercise_method_ch7_zero_interval_arccos_integral	Zero-in-interval probability by hitting-time density integral	Condition on B_s, integrate the first-hit density over [0,t-s], swap integrals, and use u=sqrt(r/s) to get an arccos formula. Use case: Exercise 7.4.4; zero-set interval probabilities.	zero-set,hitting-density,arccos
exercise_method_ch7_cosh_martingale_exit_laplace	Cosh martingale for symmetric interval exit Laplace transforms	Average the plus and minus exponential Brownian martingales to get e^{-lambda t} cosh(sqrt(2lambda) B_t), then stop at +/-a. Use case: Exercise 7.5.1; symmetric two-sided exit transform.	cosh,exponential-martingale,exit-time
exercise_method_ch7_drift_hitting_exponential_martingale	Drifted Brownian hitting via exponential martingale	Choose theta solving theta^2/2 - b theta = lambda, stop exp(theta B_t - theta^2 t/2) at the linear boundary hitting time, and let the cutoff go to infinity. Use case: Exercise 7.5.2; Brownian motion with drift hitting a level.	drift,hitting-time,exponential-martingale
exercise_method_ch7_interval_exit_laplace_linear_system	Interval exit Laplace transforms from strong Markov linear equations	Decompose one-sided hitting transforms by whether the interval exit occurs at a or b, then solve the two equations using exp(-sqrt(2lambda) distance). Use case: Exercise 7.5.3; killed Brownian exit transforms.	strong-markov,laplace-transform,linear-system
exercise_method_ch7_cauchy_schwarz_exit_moment_comparison	Exit-moment comparison using Cauchy-Schwarz	Stop the fourth-degree Brownian polynomial martingale, then bound E(T B_T^2) by sqrt(E T^2) sqrt(E B_T^4). Use case: Exercise 7.5.4; nonsymmetric interval exit moments.	cauchy-schwarz,exit-time,polynomial-martingale
exercise_method_ch7_sixth_degree_exit_moment	Sixth-degree heat polynomial for third exit-time moment	Solve u_t+u_xx/2=0 for x^6-c1 t x^4+c2 t^2 x^2-c3 t^3, stop at +/-a, and insert lower exit moments. Use case: Exercise 7.5.5; higher moments of symmetric Brownian exit times.	polynomial-martingale,exit-time-moments,heat-equation
exercise_method_ch7_exponential_square_maximal_borel_cantelli	Exponential-square martingale plus maximal inequality	Use (1+t)^(-1/2) exp(B_t^2/(2(1+t))) as a positive martingale, apply Doob over exponential time blocks, and sum probabilities. Use case: Exercise 7.5.6; almost-sure Brownian growth upper bounds.	maximal-inequality,borel-cantelli,growth-bound
exercise_method_ch7_ito_affine_martingale_characterization	Ito drift test for f(B_t) martingales	Ito's formula shows f(B_t) has drift (1/2)f''(B_t)dt; martingality forces the finite-variation drift to vanish, hence f''=0. Use case: Exercise 7.6.1; characterizing functions of Brownian motion that are martingales.	ito-formula,martingale,affine
exercise_method_ch7_cubic_ito_martingales	Cubic Brownian martingales from Ito formula	Use u(t,x)=x^3-3tx for a time-space martingale, or apply Ito to x^3 and subtract the drift integral. Use case: Exercise 7.6.2; polynomial Brownian martingales.	ito-formula,cubic,polynomial-martingale
exercise_method_ch7_even_moment_ito_recursion	Even Brownian moments by Ito recursion	Apply Ito to x^{2k}, take expectations, and solve beta_{2k}'(t)=k(2k-1) beta_{2k-2}(t) with beta_0=1. Use case: Exercise 7.6.3; deriving Gaussian even moments.	moments,ito-formula,gaussian
exercise_method_ch7_radial_ito_bessel_form	Radial Brownian Ito formula and Bessel drift	Approximate |x| near 0, use gradient x/|x| and Laplacian (d-1)/|x| away from 0, and identify the radial martingale part. Use case: Exercise 7.6.4; radial Brownian motion and Bessel processes.	radial-process,bessel,multidimensional-ito
exercise_method_ch7_squared_norm_ito_dimension_drift	Squared Brownian norm has dimension drift	Apply multidimensional Ito to |x|^2; the martingale part is 2 sum_i int B_s^i dB_s^i and the drift is d t. Use case: Exercise 7.6.5; computing E|B_t|^2 in R^d.	multidimensional-ito,second-moment,dimension
exercise_method_conditional_exit_time_moment_transfer	Conditional exit-time moment transfer	When a Skorokhod embedding is a mixture of Brownian exits from intervals, apply exit-time estimates conditionally on the random interval and then integrate over the mixing law. Use case: Exercise 8.1.1; transferring Exercise 7.5.4 bounds to the random time T_{U,V}.	skorokhod-embedding,brownian-exit-time,conditioning,moment-bound
exercise_method_random_walk_range_via_donsker	Random-walk range via Donsker	For one-dimensional nearest-neighbor walks, visited sites form the interval between running min and max; divide by sqrt(n), apply Donsker to the continuous range functional, and drop the 1/sqrt(n) endpoint correction. Use case: Exercise 8.1.2 and random-walk range asymptotics.	donsker,range,continuous-mapping,simple-random-walk
exercise_method_head_run_long_run_variance	Head-run CLT variance from 1-dependence	For indicators of the pattern HT in fair coin flips, center by mu=1/4 and compute long-run variance as Var(eta_0)+2 Cov(eta_0,eta_1)=1/16 because adjacent HT events are mutually exclusive. Use case: Exercise 8.3.1; finite-dependence stationary CLT computations.	stationary-clt,m-dependent,long-run-variance,pattern-counting
exercise_method_gordin_y0_computation	Computing Gordin's Y0 in finite-dependence examples	Use Y0=sum_j>=0(E(X_j|F_0)-E(X_j|F_{-1})); finite dependence kills all but finitely many terms, leaving explicit conditional expectations. Use case: Exercise 8.3.1 and martingale approximation examples.	gordin,martingale-approximation,conditional-expectation,stationary-clt
exercise_method_bridge_tail_conditioned_reflection	One-sided Brownian bridge tail by conditioned reflection	Compute P(max bridge > b) by viewing the bridge as Brownian motion conditioned on B_1=0 and using the reflected Brownian density on {T_b<1}. Use case: Exercise 8.4.1; bridge extrema and Kolmogorov-Smirnov limit calculations.	brownian-bridge,reflection-principle,conditional-density,tail
exercise_method_bridge_time_change_covariance	Brownian bridge from time-changed Brownian motion	To prove X_t=(1-t)B(t/(1-t)) is a bridge, show it is centered Gaussian with covariance s(1-t) for s<=t and continuous extension X_1=0. Use case: Exercise 8.4.2; recognizing Gaussian process identities.	brownian-bridge,time-change,gaussian-process,covariance
exercise_method_bridge_markov_kernel_cancellation	Brownian bridge Markov kernel by density cancellation	Write pinned finite-dimensional densities as products of Brownian transition densities ending at zero; divide joint densities so all pre-s factors cancel, leaving a kernel depending only on the present state. Use case: Exercise 8.4.3; proving Markov property for conditioned Gaussian processes.	brownian-bridge,markov-property,transition-density,conditioning
