id	front	back	tags
durrett_ch2_power_series_radius	Random power-series radius (2.5 Convergence of Random Series)	The radius of sum X_n z^n is 1/limsup |X_n|^{1/n}; for iid coefficients this is decided by E log^+ |X_1|. Exam use: Exercise 2.5.8 pattern: logarithmic tails determine random analytic radius. Pitfall: Nonzero coefficients must occur infinitely often to rule out a larger radius.	power-series,root-test,log-tail
durrett_ch2_levy_maximal_inequality	Levy maximal inequality for independent increments (2.5 Convergence of Random Series)	A maximum of partial increments is controlled by the terminal increment times a lower bound on remaining-tail probabilities. Exam use: Core tool for Levy's theorem and convergence-in-probability to almost-sure convergence upgrades. Pitfall: The independence is between the first-crossing event and the future tail increment.	levy-inequality,maximal-inequality,independent-increments
durrett_ch2_independent_increments	Independent increments in partial sums (2.5 Convergence of Random Series)	For sums of independent variables, disjoint blocks of increments are independent. Exam use: Used inside first-crossing arguments and block decompositions. Pitfall: The original variables must be independent; identical distribution is not needed.	independent-increments,blocks,partial-sums
durrett_ch2_cauchy_in_probability	Cauchy criterion in probability (2.5 Convergence of Random Series)	Convergence in probability implies the sequence is Cauchy in probability, uniformly over sufficiently far tails. Exam use: Starting point for proving Levy's theorem. Pitfall: Cauchy in probability alone does not immediately give a.s. convergence without extra structure.	convergence-in-probability,cauchy,levy-theorem
durrett_ch2_convergence_in_probability	Convergence in probability (2.2 Weak Laws of Large Numbers)	X_n -> X in probability means P(|X_n-X|>epsilon)->0 for every epsilon>0. Exam use: Used throughout weak laws, maximal estimates, and large-deviation preliminaries. Pitfall: It is weaker than almost-sure convergence and does not by itself control all subsequences pathwise.	convergence-in-probability,weak-convergence,tail-probability
durrett_ch2_chebyshev	Chebyshev inequality for sums (2.2 Weak Laws of Large Numbers)	If a centered sum has finite variance, P(|S|>x) <= Var(S)/x^2. Exam use: Exercise 2.5.12 pattern: dyadic Chebyshev bounds become summable with a logarithmic correction. Pitfall: Chebyshev gives polynomial bounds; a log factor may be needed for summability.	chebyshev,variance,weak-law
durrett_ch2_renewal_function	Renewal function (2.6 Renewal Theory)	The renewal function U(t)=E N_t records the expected number of renewals by time t. Exam use: Exercise 2.6.1 pattern: bound U(t) using E(xi_1 wedge t). Pitfall: Indexing conventions for N_t vary; keep the same convention through the proof.	renewal-function,expected-count,renewal
durrett_ch2_wald_identity_truncated	Wald identity with truncated interarrivals (2.6 Renewal Theory)	For bounded truncated increments xi_i wedge t and a renewal stopping time, the expected stopped sum factors as E increment times E count. Exam use: Useful for elementary renewal estimates without assuming second moments. Pitfall: Do not apply untruncated Wald blindly when the stopping time or mean may be problematic.	wald,truncation,renewal
durrett_ch2_renewal_slln	Renewal counting strong law (2.6 Renewal Theory)	If interarrival times have finite mean mu, then N(t)/t -> 1/mu almost surely. Exam use: Converts cycle averages into long-run time rates. Pitfall: The inversion requires positive interarrival times and finite mean.	renewal,slln,counting-process
durrett_ch2_uniform_integrability	Uniform integrability from L2 bounds (2.6 Renewal Theory)	A family bounded in L2 is uniformly integrable, so a.s. convergence plus the L2 bound gives convergence of expectations. Exam use: Exercise 2.6.2 pattern: upgrade N(t)/t -> 1/mu a.s. to U(t)/t -> 1/mu. Pitfall: Almost-sure convergence alone does not imply convergence of expectations.	uniform-integrability,L2,expectations
durrett_ch2_poisson_memoryless	Poisson memoryless property (2.6 Renewal Theory)	After a stopping time independent of future arrivals, the waiting time to the next Poisson arrival is exponential and independent of the past. Exam use: Turns accepted arrivals after service completion into a renewal process. Pitfall: This finite-time memoryless identity is special to exponential interarrivals.	poisson-process,memoryless,renewal
durrett_ch2_renewal_reward_theorem	Renewal reward theorem (2.6 Renewal Theory)	Long-run reward per unit time equals expected reward per cycle divided by expected cycle length. Exam use: Use for server acceptance fractions, machine uptime, and alternating renewal rewards. Pitfall: Check the cycle definition: rewards and lengths must correspond to the same cycles.	renewal-reward,long-run-average,cycles
durrett_ch2_age_residual_life	Age and residual lifetime limits (2.6 Renewal Theory)	The limiting tail for age, residual life, or their joint event is an integrated tail of the interarrival distribution divided by mu. Exam use: Exercises 2.6.4 and 2.6.6 pattern: identify the renewal interval straddling t. Pitfall: The age and residual life are not generally independent in the limit.	age,residual-life,key-renewal-theorem
durrett_ch2_alternating_renewal_process	Alternating renewal process (2.6 Renewal Theory)	A system alternates between on- and off-periods; the long-run on probability is mean on-time divided by mean cycle length. Exam use: Exercise 2.6.7 pattern: machine availability equals mu_on/(mu_on+mu_off). Pitfall: The cycle law is the convolution of one on-period and one off-period.	alternating-renewal,availability,cycles
durrett_ch2_renewal_density	Renewal density (2.6 Renewal Theory)	If F has density f, the non-initial renewal measure has density v=sum_{n>=1} f^{*n}, satisfying v=f+v*F. Exam use: Exercise 2.6.9 pattern: apply the key renewal theorem to f to get v(t)->1/mu. Pitfall: Direct Riemann integrability of f is the hypothesis that permits the limit theorem.	renewal-density,convolution,key-renewal-theorem
durrett_ch2_large_deviation_gamma	Large-deviation exponent gamma (2.7 Large Deviations)	gamma(a) is the limiting exponential rate n^{-1} log P(S_n >= na), possibly 0 or -infinity. Exam use: Exercises 2.7.1 and 2.7.2 pattern: analyze the effective domain and concavity of gamma. Pitfall: A rate of -infinity corresponds to an impossible event, not merely a very small probability.	large-deviations,gamma,rate
durrett_ch2_independent_sums	Independent sums factor rare-event probabilities (2.7 Large Deviations)	For iid sums, events involving disjoint blocks can be multiplied to get lower bounds on large-deviation probabilities. Exam use: Useful for superadditivity and concavity of large-deviation rates. Pitfall: The block thresholds must add to the desired total threshold.	independence,sums,large-deviations
durrett_ch2_superadditivity	Superadditivity lemma (2.7 Large Deviations)	If a_{m+n} >= a_m+a_n, then a_n/n has a limit equal to its supremum in the extended real sense. Exam use: Used to prove existence of gamma(a). Pitfall: Signs matter: log probabilities are superadditive here, not subadditive.	superadditivity,fekete,large-deviations
durrett_ch2_concavity	Concavity from block mixing (2.7 Large Deviations)	Mixing blocks with thresholds a and b proves gamma(lambda a+(1-lambda)b) >= lambda gamma(a)+(1-lambda)gamma(b). Exam use: Exercise 2.7.2 pattern: concavity implies local Lipschitz regularity on the finite domain. Pitfall: The extension from rational to real lambda needs monotonicity or another continuity argument.	concavity,block-mixing,large-deviations
durrett_ch2_poisson_large_deviation	Poisson large-deviation rate (2.7 Large Deviations)	For iid Poisson(1), P(S_n>=na) has exponent -a log a+a-1 for a>1. Exam use: Exercise 2.7.3 pattern: compute Cramer rates by solving tilted mean equals a. Pitfall: The displayed formula is for upper tails a>1.	poisson,cramer,rate-function
durrett_ch2_mgf_bounds	Moment-generating-function upper bounds (2.7 Large Deviations)	Simple analytic inequalities for phi(theta) lead to usable Chernoff bounds even when the exact optimizer is not used. Exam use: Exercise 2.7.4 pattern: cosh(theta)-1 <= beta theta^2 for theta<=1. Pitfall: The bound is only valid over the range where the analytic inequality was proved.	mgf,chernoff,tail-bound
durrett_ch2_subgaussian_coin_flips	Subgaussian bound for fair coin sums (2.7 Large Deviations)	For Rademacher sums, bounding cosh(theta) by exp(beta theta^2) gives a Gaussian-type upper tail. Exam use: Gives a clean exponential estimate P(S_n>=an) <= exp(-n a^2/(4 beta)) for 0<=a<=1. Pitfall: This is a valid bound but not the sharp Cramer exponent.	rademacher,subgaussian,chernoff
durrett_ch2_heavy_tail_large_deviation	No positive mgf gives zero exponential rate (2.7 Large Deviations)	If all positive exponential moments are infinite, upper large deviations cannot have a strictly negative exponential rate. Exam use: Exercise 2.7.5 pattern: heavy tails make large deviations subexponential on the logarithmic n-scale. Pitfall: This conclusion concerns exponential rate only; probabilities may still tend to zero.	heavy-tail,large-deviations,mgf
durrett_ch2_one_big_jump	One big jump lower bound (2.7 Large Deviations)	For integrable mean-zero iid sums, P(S_n>=na) is at least asymptotically n P(X_1>=n(a+epsilon)). Exam use: Exercise 2.7.6 pattern: lower-bound heavy-tail large deviations by a single summand. Pitfall: Integrability is used to ensure n P(X_1>cn)->0 and to apply the weak law.	one-big-jump,heavy-tail,weak-law
durrett_ch2_weak_law	Weak law of large numbers (2.2 Weak Laws of Large Numbers)	For iid integrable variables with mean mu, S_n/n -> mu in probability. Exam use: Supports probability estimates for the contribution of all non-extreme summands. Pitfall: Weak convergence controls high-probability behavior, not pathwise eventual behavior.	weak-law,iid,finite-mean
durrett_ch2_tail_probability	Tail probability normalization (2.7 Large Deviations)	Compare rare-event probabilities to n times a single-tail probability when one large summand drives the event. Exam use: Useful in heavy-tail large-deviation lower bounds. Pitfall: The denominator must match the same threshold scale as the constructed big jump.	tail-probability,normalization,heavy-tail
durrett_ch2_borel_cantelli	Borel-Cantelli lemmas (2.3 Borel-Cantelli Lemmas)	Summable event probabilities imply only finitely many occurrences; for independent events, divergent probability sums imply infinitely many occurrences. Exam use: A general retrieval alias for exercises that use either Borel-Cantelli direction. Pitfall: The divergent direction requires independence or a suitable substitute.	borel-cantelli,almost-sure,limsup
durrett_ch2_cramer_theorem	Cramer theorem (2.7 Large Deviations)	For light-tailed iid sums, the upper-tail exponential decay rate is the negative Legendre transform of log E exp(theta X). Exam use: A general retrieval alias for Cramer-rate computations such as the Poisson example. Pitfall: The theorem requires finiteness of the mgf near the optimizing tilt.	cramer,large-deviations,rate-function
